"CustomerID","Country","PurchaseCount","LifetimeValue","AvgOrderValue","CustomerSegment"
"17314","United Kingdom",8,322.01,2.46,"Regular"
"15051","United Kingdom",3,321.57,2.25,"Occasional"
"16892","United Kingdom",5,321.14,3.24,"Regular"
"12952","United Kingdom",4,320.95,4.06,"Occasional"
"16225","United Kingdom",5,320.71,2.39,"Regular"
"18097","United Kingdom",6,320.7,2.97,"Regular"
"17043","United Kingdom",4,320.65,3.14,"Occasional"
"12457","Switzerland",5,320.24,5.34,"Regular"
"14696","United Kingdom",7,319.69,2.46,"Regular"
"17777","United Kingdom",3,319.52,1.65,"Occasional"
"17173","United Kingdom",8,319.5,3.72,"Regular"
"16376","United Kingdom",2,318.84,2.55,"Occasional"
"16971","United Kingdom",1,318.19,7.76,"Occasional"
"12980","United Kingdom",9,318.09,15.9,"Regular"
"16916","United Kingdom",2,317.52,2.22,"Occasional"
"12408","Belgium",5,317.4,3.02,"Regular"
"12947","United Kingdom",6,317.22,3.27,"Regular"
"15069","United Kingdom",1,316.64,4.52,"Occasional"
"12676","Sweden",6,316.27,7.03,"Regular"
"16066","United Kingdom",5,316.24,3.1,"Regular"
"16023","United Kingdom",3,316.06,3.13,"Occasional"
"16735","United Kingdom",5,315.93,2.53,"Regular"
"14404","United Kingdom",6,315.81,3.07,"Regular"
"15720","United Kingdom",1,315.66,2.47,"Occasional"
"13030","United Kingdom",2,314.81,3.18,"Occasional"
"13562","United Kingdom",3,314.65,3.84,"Occasional"
"16701","United Kingdom",13,314.28,2.18,"VIP"
"14062","United Kingdom",12,313.65,2.83,"VIP"
"14593","United Kingdom",3,313.6,2.06,"Occasional"
"12963","United Kingdom",8,313.01,3.29,"Regular"
"13199","United Kingdom",38,312.96,2.63,"VIP"
"17802","United Kingdom",3,312.75,2.23,"Occasional"
"13771","United Kingdom",4,312.58,2.63,"Occasional"
"13700","United Kingdom",10,312.39,1.59,"VIP"
"14794","United Kingdom",7,312.24,3.9,"Regular"
"16495","United Kingdom",3,312.16,3.22,"Occasional"
"15508","United Kingdom",6,312.12,3.39,"Regular"
"14934","Channel Islands",2,311.54,3.58,"Occasional"
"18196","United Kingdom",2,311.27,2.21,"Occasional"
"14211","United Kingdom",9,310.43,2.77,"Regular"
"12942","United Kingdom",3,310.34,4.14,"Occasional"
"13145","United Kingdom",4,310.26,51.71,"Occasional"
"15500","United Kingdom",4,310.17,4.56,"Occasional"
"15111","United Kingdom",3,309.32,3.68,"Occasional"
"16979","United Kingdom",6,308.92,3.47,"Regular"
"13607","United Kingdom",1,308.76,3.15,"Occasional"
"14312","United Kingdom",6,308.68,3.55,"Regular"
"14871","United Kingdom",4,308.47,3.15,"Occasional"
"17705","United Kingdom",9,307.7,2.99,"Regular"
"17015","United Kingdom",3,307.52,1.42,"Occasional"
"15605","United Kingdom",5,307.42,4.59,"Regular"
"15530","United Kingdom",4,307.1,2.84,"Occasional"
"12970","United Kingdom",4,306.65,2.03,"Occasional"
"18252","United Kingdom",2,306.65,3.13,"Occasional"
"16817","United Kingdom",9,306.54,3.56,"Regular"
"15114","United Kingdom",10,305.96,1.55,"VIP"
"12383","Belgium",5,305.61,3.09,"Regular"
"12759","Netherlands",3,305.47,3.22,"Occasional"
"13849","United Kingdom",2,305.42,3.02,"Occasional"
"13115","United Kingdom",4,305.34,2.54,"Occasional"
"12854","United Kingdom",3,305.21,2.77,"Occasional"
"12886","United Kingdom",2,305.09,3.72,"Occasional"
"13134","United Kingdom",4,305.09,3.11,"Occasional"
"13924","United Kingdom",6,305.09,2.61,"Regular"
"14507","United Kingdom",6,304.54,3.17,"Regular"
"12955","United Kingdom",11,304.19,1.69,"VIP"
"16906","United Kingdom",4,304.06,3.27,"Occasional"
"16367","United Kingdom",2,303.89,2.34,"Occasional"
"15164","United Kingdom",3,303.37,2.95,"Occasional"
"12640","France",3,303.0,5.72,"Occasional"
"13650","United Kingdom",6,302.64,3.15,"Regular"
"16915","United Kingdom",6,302.11,5.3,"Regular"
"17817","United Kingdom",3,301.9,9.15,"Occasional"
"16191","United Kingdom",13,301.88,2.25,"VIP"
"14901","United Kingdom",9,301.84,3.14,"Regular"
"15987","United Kingdom",7,301.65,2.15,"Regular"
"12585","Germany",2,301.36,3.46,"Occasional"
"16678","United Kingdom",12,301.31,1.85,"VIP"
"14257","United Kingdom",5,300.92,2.84,"Regular"
"15088","United Kingdom",2,300.39,5.27,"Occasional"
"14344","United Kingdom",8,300.02,4.23,"Regular"
"12560","Germany",3,299.91,2.86,"Occasional"
"15658","United Kingdom",5,299.75,6.24,"Regular"
"15220","United Kingdom",6,299.41,2.56,"Regular"
"13327","United Kingdom",8,299.4,2.77,"Regular"
"14262","United Kingdom",8,298.97,2.09,"Regular"
"15494","United Kingdom",2,298.77,2.39,"Occasional"
"16009","United Kingdom",4,298.25,3.31,"Occasional"
"15952","United Kingdom",4,298.08,3.28,"Occasional"
"16243","United Kingdom",2,297.91,5.84,"Occasional"
"12670","France",5,297.7,3.24,"Regular"
"16295","United Kingdom",4,297.58,3.77,"Occasional"
"12494","France",7,297.39,3.86,"Regular"
"13141","United Kingdom",5,297.33,2.2,"Regular"
"15573","United Kingdom",2,297.01,2.86,"Occasional"
"13435","United Kingdom",7,296.46,2.94,"Regular"
"16098","United Kingdom",7,296.45,4.42,"Regular"
"14823","United Kingdom",3,296.43,4.23,"Occasional"
"12865","Austria",2,296.32,3.12,"Occasional"
"15093","United Kingdom",6,296.19,2.74,"Regular"
"17075","United Kingdom",4,296.18,3.85,"Occasional"
"13426","United Kingdom",10,296.08,1.89,"VIP"
"14595","United Kingdom",6,296.08,2.9,"Regular"
"17321","United Kingdom",2,296.04,2.77,"Occasional"
"17265","United Kingdom",2,295.68,2.33,"Occasional"
"16723","United Kingdom",2,295.58,6.87,"Occasional"
"17585","United Kingdom",4,295.53,1.38,"Occasional"
"13813","Germany",4,295.5,4.28,"Occasional"
"14651","United Kingdom",2,295.48,2.9,"Occasional"
"16806","United Kingdom",4,294.48,2.86,"Occasional"
"17183","United Kingdom",6,294.37,4.03,"Regular"
"16869","United Kingdom",4,294.24,2.3,"Occasional"
"13126","United Kingdom",8,294.02,2.1,"Regular"
"14540","United Kingdom",3,293.53,3.86,"Occasional"
"16515","United Kingdom",5,293.16,2.59,"Regular"
"13831","United Kingdom",6,292.85,3.96,"Regular"
"15288","United Kingdom",5,292.62,3.33,"Regular"
"12877","United Kingdom",12,292.43,1.9,"VIP"
"15506","United Kingdom",3,292.3,1.78,"Occasional"
"15002","United Kingdom",4,292.04,2.54,"Occasional"
"18161","United Kingdom",5,291.21,3.64,"Regular"
"13623","United Kingdom",5,291.15,3.59,"Regular"
"14060","United Kingdom",19,291.02,1.44,"VIP"
"12462","Spain",2,290.75,4.69,"Occasional"
"16762","United Kingdom",3,290.46,3.26,"Occasional"
"13491","United Kingdom",10,290.0,3.37,"VIP"
"15108","European Community",4,289.8,4.83,"Occasional"
"16438","United Kingdom",5,289.61,2.19,"Regular"
"17259","United Kingdom",2,289.49,2.33,"Occasional"
"14710","United Kingdom",4,288.6,2.08,"Occasional"
"17142","United Kingdom",1,287.8,19.19,"Occasional"
"13012","United Kingdom",8,287.64,3.23,"Regular"
"14309","United Kingdom",9,287.37,2.46,"Regular"
"12630","Finland",2,287.13,4.49,"Occasional"
"16274","United Kingdom",1,286.6,4.28,"Occasional"
"15606","United Kingdom",9,286.28,3.72,"Regular"
"15211","United Kingdom",2,285.78,5.5,"Occasional"
"15898","United Kingdom",5,285.75,3.32,"Regular"
"17323","United Kingdom",7,285.73,1.43,"Regular"
"16628","United Kingdom",5,285.54,2.44,"Regular"
"12838","United Kingdom",2,285.33,2.32,"Occasional"
"13808","United Kingdom",5,285.24,3.75,"Regular"
"13376","United Kingdom",3,285.13,5.38,"Occasional"
"14976","United Kingdom",7,284.79,3.96,"Regular"
"12937","United Kingdom",4,284.6,2.37,"Occasional"
"16374","United Kingdom",2,284.55,2.56,"Occasional"
"13118","United Kingdom",5,283.48,3.59,"Regular"
"17797","United Kingdom",3,283.36,2.55,"Occasional"
"17682","United Kingdom",6,283.29,2.4,"Regular"
"16353","United Kingdom",23,283.02,3.01,"VIP"
"17397","United Kingdom",2,282.88,3.07,"Occasional"
"17236","United Kingdom",6,282.84,2.69,"Regular"
"14441","United Kingdom",4,282.75,5.54,"Occasional"
"13339","United Kingdom",1,282.72,5.24,"Occasional"
"14515","United Kingdom",6,282.58,2.8,"Regular"
"17092","United Kingdom",4,282.35,2.26,"Occasional"
"15706","United Kingdom",4,281.94,5.13,"Occasional"
"15737","United Kingdom",8,281.55,3.91,"Regular"
"16838","United Kingdom",2,281.42,11.26,"Occasional"
"16743","United Kingdom",7,280.89,1.47,"Regular"
"12933","United Kingdom",3,280.58,2.65,"Occasional"
"15367","United Kingdom",4,280.55,2.95,"Occasional"
"18073","United Kingdom",12,279.95,3.83,"VIP"
"16054","United Kingdom",1,279.87,4.0,"Occasional"
"14779","United Kingdom",3,279.8,6.82,"Occasional"
"12868","United Kingdom",6,279.45,2.61,"Regular"
"15965","United Kingdom",4,279.1,2.29,"Occasional"
"16031","United Kingdom",2,278.97,2.79,"Occasional"
"17964","United Kingdom",2,278.74,2.68,"Occasional"
"14897","United Kingdom",4,278.71,5.07,"Occasional"
"14216","United Kingdom",4,278.26,4.72,"Occasional"
"17198","United Kingdom",3,278.14,2.9,"Occasional"
"17095","United Kingdom",3,277.88,3.76,"Occasional"
"12388","Australia",6,277.77,2.78,"Regular"
"14621","United Kingdom",5,277.53,3.02,"Regular"
"17371","United Kingdom",3,276.7,3.18,"Occasional"
"17368","United Kingdom",8,276.22,2.49,"Regular"
"15006","United Kingdom",1,276.2,1.92,"Occasional"
"14346","United Kingdom",2,276.14,4.6,"Occasional"
"14250","United Kingdom",3,276.08,2.49,"Occasional"
"18171","United Kingdom",5,275.96,5.11,"Regular"
"15187","United Kingdom",16,275.9,3.03,"VIP"
"13196","United Kingdom",4,275.86,2.51,"Occasional"
"18202","United Kingdom",3,275.54,4.05,"Occasional"
"14544","United Kingdom",2,275.52,2.42,"Occasional"
"15394","United Kingdom",4,275.37,3.24,"Occasional"
"16369","United Kingdom",3,274.59,2.33,"Occasional"
"16722","United Kingdom",13,274.54,1.22,"VIP"
"17696","United Kingdom",8,274.43,2.39,"Regular"
"13510","United Kingdom",4,274.38,2.39,"Occasional"
"13627","United Kingdom",5,273.66,2.97,"Regular"
"15485","United Kingdom",3,273.62,3.18,"Occasional"
"14541","United Kingdom",8,273.51,2.46,"Regular"
"17320","United Kingdom",3,273.18,3.74,"Occasional"
"14466","United Kingdom",7,273.15,3.79,"Regular"
"14805","United Kingdom",4,272.98,5.81,"Occasional"
"17469","United Kingdom",5,272.72,3.1,"Regular"
"17109","United Kingdom",6,272.66,2.33,"Regular"
"13305","United Kingdom",10,272.33,3.36,"VIP"
"14700","United Kingdom",3,272.2,2.37,"Occasional"
"17720","United Kingdom",4,271.71,5.43,"Occasional"
"17500","United Kingdom",3,271.5,54.3,"Occasional"
"13032","United Kingdom",2,271.18,3.82,"Occasional"
"13467","United Kingdom",2,270.45,2.73,"Occasional"
"15270","United Kingdom",7,270.34,6.59,"Regular"
"16496","United Kingdom",3,270.28,2.85,"Occasional"
"15716","United Kingdom",4,270.07,2.29,"Occasional"
"14954","United Kingdom",1,269.87,3.17,"Occasional"
"17554","United Kingdom",5,269.23,3.06,"Regular"
"15785","United Kingdom",5,269.2,3.24,"Regular"
"15889","United Kingdom",2,268.77,2.89,"Occasional"
"17849","United Kingdom",4,268.4,10.32,"Occasional"
"16401","United Kingdom",12,268.33,1.44,"VIP"
"12674","France",4,268.14,3.23,"Occasional"
"13569","United Kingdom",2,268.02,3.15,"Occasional"
"15036","United Kingdom",3,267.73,2.11,"Occasional"
"13860","United Kingdom",5,267.11,3.51,"Regular"
"15260","United Kingdom",7,267.06,3.47,"Regular"
"15122","United Kingdom",3,266.75,3.25,"Occasional"
"15745","United Kingdom",4,266.74,4.3,"Occasional"
"15769","United Kingdom",26,266.6,2.05,"VIP"
"15953","United Kingdom",8,266.54,2.72,"Regular"
"17461","United Kingdom",3,266.42,2.4,"Occasional"
"15214","United Kingdom",8,266.37,2.42,"Regular"
"16918","United Kingdom",6,266.32,2.08,"Regular"
"12684","France",7,266.28,2.54,"Regular"
"16153","United Kingdom",5,266.19,2.99,"Regular"
"14816","United Kingdom",1,265.9,66.48,"Occasional"
"15068","United Kingdom",2,265.8,2.56,"Occasional"
"15227","United Kingdom",5,265.55,4.58,"Regular"
"14418","United Kingdom",3,265.44,2.14,"Occasional"
"15872","United Kingdom",2,265.34,2.07,"Occasional"
"17204","United Kingdom",4,264.54,4.64,"Occasional"
"12577","France",3,263.87,1.8,"Occasional"
"17203","United Kingdom",6,263.45,1.73,"Regular"
"14261","United Kingdom",2,263.33,5.06,"Occasional"
"16245","United Kingdom",3,263.2,2.92,"Occasional"
"14857","United Kingdom",2,263.05,4.38,"Occasional"
"15782","United Kingdom",3,262.91,6.11,"Occasional"
"13357","United Kingdom",1,262.57,2.92,"Occasional"
"15665","United Kingdom",2,262.53,2.26,"Occasional"
"17999","United Kingdom",2,262.53,2.82,"Occasional"
"17290","United Kingdom",2,262.44,2.57,"Occasional"
"13647","United Kingdom",4,262.31,3.32,"Occasional"
"16365","United Kingdom",9,262.3,5.14,"Regular"
"12935","United Kingdom",7,262.17,2.03,"Regular"
"17135","United Kingdom",7,262.13,5.04,"Regular"
"12726","France",7,261.23,2.11,"Regular"
"12354","Spain",1,261.22,4.5,"Occasional"
"12406","Denmark",2,261.14,2.49,"Occasional"
"13246","United Kingdom",6,261.05,1.85,"Regular"
"16693","United Kingdom",2,260.99,4.35,"Occasional"
"14691","United Kingdom",5,260.32,3.67,"Regular"
"17685","United Kingdom",7,260.12,2.0,"Regular"
"16170","United Kingdom",6,260.04,2.08,"Regular"
"15272","United Kingdom",2,259.5,4.12,"Occasional"
"15067","United Kingdom",3,259.3,3.16,"Occasional"
"14407","United Kingdom",6,259.24,3.55,"Regular"
"14440","United Kingdom",5,258.63,4.7,"Regular"
"17405","United Kingdom",3,258.58,3.15,"Occasional"
"17147","United Kingdom",4,258.47,3.19,"Occasional"
"15110","United Kingdom",4,258.2,7.38,"Occasional"
"17175","United Kingdom",4,257.97,4.09,"Occasional"
"17230","United Kingdom",8,257.82,3.74,"Regular"
"16372","United Kingdom",2,257.8,2.66,"Occasional"
"14740","United Kingdom",3,257.41,2.89,"Occasional"
"12994","United Kingdom",3,256.96,4.21,"Occasional"
"12717","Greece",2,256.85,4.67,"Occasional"
"13186","United Kingdom",3,256.64,3.25,"Occasional"
"17629","United Kingdom",8,256.55,2.09,"Regular"
"12530","Germany",4,256.44,3.89,"Occasional"
"13577","United Kingdom",4,256.22,3.09,"Occasional"
"12816","Poland",2,256.15,8.83,"Occasional"
"12775","Netherlands",5,256.12,3.88,"Regular"
"13544","United Kingdom",2,256.08,2.94,"Occasional"
"16056","United Kingdom",1,256.08,3.77,"Occasional"
"18242","United Kingdom",4,255.83,3.28,"Occasional"
"17519","United Kingdom",6,255.78,3.12,"Regular"
"12885","United Kingdom",3,255.11,3.59,"Occasional"
"12635","Germany",2,254.73,2.52,"Occasional"
"14401","United Kingdom",13,254.73,1.4,"VIP"
"16040","United Kingdom",3,254.24,3.91,"Occasional"
"13394","United Kingdom",8,253.89,1.64,"Regular"
"12815","Poland",2,253.87,5.4,"Occasional"
"12572","Germany",2,253.67,4.23,"Occasional"
"17144","United Kingdom",2,253.24,5.28,"Occasional"
"16131","United Kingdom",6,253.01,3.24,"Regular"
"14234","United Kingdom",4,252.98,1.59,"Occasional"
"18239","United Kingdom",5,252.73,2.87,"Regular"
"12463","Belgium",4,252.61,3.04,"Occasional"
"15700","United Kingdom",2,252.28,2.93,"Occasional"
"12407","Belgium",5,251.59,3.27,"Regular"
"17997","United Kingdom",8,251.59,1.52,"Regular"
"16022","United Kingdom",1,251.48,3.31,"Occasional"
"16324","United Kingdom",3,251.41,2.13,"Occasional"
"15154","United Kingdom",1,251.38,2.96,"Occasional"
"14289","United Kingdom",6,251.28,5.35,"Regular"
"14625","United Kingdom",2,251.14,4.74,"Occasional"
"13224","United Kingdom",2,249.94,2.31,"Occasional"
"14282","United Kingdom",15,249.65,1.6,"VIP"
"16934","United Kingdom",2,249.59,4.03,"Occasional"
"15237","United Kingdom",4,249.52,2.52,"Occasional"
"13048","United Kingdom",4,249.18,1.83,"Occasional"
"13481","United Kingdom",5,249.13,2.29,"Regular"
"12883","United Kingdom",4,248.93,5.93,"Occasional"
"15106","United Kingdom",5,248.82,2.49,"Regular"
"18179","United Kingdom",6,248.49,2.76,"Regular"
"15611","United Kingdom",13,248.44,5.78,"VIP"
"13475","United Kingdom",4,248.42,2.89,"Occasional"
"14467","United Kingdom",4,248.27,2.76,"Occasional"
"12446","RSA",1,248.1,4.35,"Occasional"
"13149","United Kingdom",4,247.84,2.88,"Occasional"
"13982","United Kingdom",4,247.76,2.23,"Occasional"
"18180","United Kingdom",6,247.62,2.08,"Regular"
"13155","United Kingdom",4,247.52,2.91,"Occasional"
"14305","United Kingdom",3,247.09,2.35,"Occasional"
"17932","United Kingdom",3,246.56,2.74,"Occasional"
"14163","United Kingdom",4,246.38,4.74,"Occasional"
"17869","United Kingdom",5,246.34,6.16,"Regular"
"15819","United Kingdom",4,246.2,2.0,"Occasional"
"17146","United Kingdom",3,246.09,7.03,"Occasional"
"12391","Cyprus",1,245.99,2.46,"Occasional"
"15048","United Kingdom",4,245.79,2.53,"Occasional"
"14958","United Kingdom",3,245.73,5.85,"Occasional"
"13064","United Kingdom",4,245.31,3.56,"Occasional"
"13722","United Kingdom",3,245.17,2.88,"Occasional"
"13213","United Kingdom",5,244.89,2.72,"Regular"
"15791","United Kingdom",2,244.22,3.26,"Occasional"
"12371","Switzerland",2,244.08,3.87,"Occasional"
"15129","United Kingdom",11,244.04,2.91,"VIP"
"15901","United Kingdom",3,243.55,2.1,"Occasional"
"15105","United Kingdom",7,243.49,2.41,"Regular"
"15179","United Kingdom",5,243.42,2.62,"Regular"
"16012","United Kingdom",3,243.23,2.59,"Occasional"
"14834","United Kingdom",6,243.08,3.63,"Regular"
"17289","United Kingdom",3,242.92,2.19,"Occasional"
"17081","United Kingdom",2,242.9,3.8,"Occasional"
"17646","United Kingdom",3,242.59,4.76,"Occasional"
"13925","United Kingdom",4,242.49,5.91,"Occasional"
"12764","Lebanon",1,242.44,5.39,"Occasional"
"16053","United Kingdom",2,242.24,2.88,"Occasional"
"17180","United Kingdom",4,242.2,1.89,"Occasional"
"14267","United Kingdom",3,241.51,4.39,"Occasional"
"15877","United Kingdom",2,241.46,1.87,"Occasional"
"18265","United Kingdom",2,241.34,5.25,"Occasional"
"17159","United Kingdom",3,241.3,2.39,"Occasional"
"17252","United Kingdom",2,241.24,2.77,"Occasional"
"15967","United Kingdom",2,240.88,2.87,"Occasional"
"13867","United Kingdom",3,240.59,3.94,"Occasional"
"15238","United Kingdom",3,240.38,4.81,"Occasional"
"16249","United Kingdom",5,240.34,3.48,"Regular"
"16266","United Kingdom",7,240.03,3.93,"Regular"
"18139","United Kingdom",6,239.97,1.51,"Regular"
"13715","United Kingdom",5,239.9,2.28,"Regular"
"14215","United Kingdom",6,239.88,2.22,"Regular"
"13588","United Kingdom",9,239.51,1.38,"Regular"
"17345","United Kingdom",4,239.01,2.75,"Occasional"
"13637","United Kingdom",3,238.95,2.37,"Occasional"
"13636","United Kingdom",5,238.48,3.79,"Regular"
"13695","United Kingdom",15,238.22,2.65,"VIP"
"12526","Germany",3,238.12,3.35,"Occasional"
"12429","Denmark",3,237.85,3.13,"Occasional"
"18178","United Kingdom",4,237.53,2.45,"Occasional"
"17949","United Kingdom",45,237.4,3.39,"VIP"
"15983","United Kingdom",4,237.4,2.1,"Occasional"
"14715","United Kingdom",4,237.3,3.34,"Occasional"
"16045","United Kingdom",4,237.29,2.86,"Occasional"
"12657","France",4,237.11,5.04,"Occasional"
"15810","United Kingdom",4,236.85,2.66,"Occasional"
"17764","United Kingdom",2,236.59,3.15,"Occasional"
"15814","United Kingdom",4,236.51,3.28,"Occasional"
"16456","United Kingdom",5,236.24,2.13,"Regular"
"14443","United Kingdom",4,236.09,2.54,"Occasional"
"15976","United Kingdom",2,235.95,2.41,"Occasional"
"13862","United Kingdom",8,235.89,1.7,"Regular"
"13500","United Kingdom",3,235.76,3.63,"Occasional"
"14514","United Kingdom",3,235.53,3.23,"Occasional"
"16224","United Kingdom",4,235.51,2.45,"Occasional"
"17507","United Kingdom",2,234.23,2.66,"Occasional"
"16279","United Kingdom",3,234.18,2.19,"Occasional"
"14116","United Kingdom",5,234.12,3.25,"Regular"
"14223","United Kingdom",3,233.99,3.9,"Occasional"
"17190","United Kingdom",2,233.96,12.31,"Occasional"
"13310","United Kingdom",3,233.86,3.25,"Occasional"
"16244","United Kingdom",2,233.62,2.57,"Occasional"
"17058","United Kingdom",3,233.45,3.77,"Occasional"
"13752","United Kingdom",6,233.33,3.07,"Regular"
"13949","United Kingdom",6,233.06,1.46,"Regular"
"16362","United Kingdom",5,233.03,2.88,"Regular"
"16383","United Kingdom",2,232.91,2.28,"Occasional"
"12735","France",2,232.9,5.42,"Occasional"
"16340","United Kingdom",1,232.39,1.52,"Occasional"
"17890","United Kingdom",2,232.09,2.47,"Occasional"
"17555","United Kingdom",2,231.57,2.18,"Occasional"
"17277","United Kingdom",2,231.26,3.35,"Occasional"
"16284","United Kingdom",2,230.91,2.12,"Occasional"
"12881","United Kingdom",1,230.8,32.97,"Occasional"
"13591","United Kingdom",3,230.8,3.98,"Occasional"
"15157","United Kingdom",3,230.66,1.85,"Occasional"
"18061","United Kingdom",10,230.48,5.01,"VIP"
"13363","United Kingdom",2,230.24,3.84,"Occasional"
"12840","United Kingdom",4,230.01,2.04,"Occasional"
"17047","United Kingdom",3,229.9,3.54,"Occasional"
"17779","United Kingdom",3,229.86,2.8,"Occasional"
"16809","United Kingdom",5,229.73,1.54,"Regular"
"15172","United Kingdom",5,229.67,2.09,"Regular"
"17976","United Kingdom",1,229.58,3.53,"Occasional"
"16653","United Kingdom",2,229.47,3.33,"Occasional"
"15821","United Kingdom",2,229.18,3.7,"Occasional"
"17863","United Kingdom",6,228.96,1.55,"Regular"
"17800","United Kingdom",9,228.85,2.2,"Regular"
"14893","United Kingdom",2,228.82,3.13,"Occasional"
"15747","United Kingdom",3,228.74,2.46,"Occasional"
"15145","United Kingdom",4,228.72,3.41,"Occasional"
"17064","United Kingdom",3,228.64,3.69,"Occasional"
"14725","United Kingdom",1,228.6,4.4,"Occasional"
"17490","United Kingdom",7,228.47,3.01,"Regular"
"15505","United Kingdom",5,228.15,2.35,"Regular"
"15880","United Kingdom",1,227.87,2.17,"Occasional"
"14675","United Kingdom",1,227.47,2.23,"Occasional"
"17451","United Kingdom",7,227.44,2.27,"Regular"
"17656","United Kingdom",5,227.35,2.77,"Regular"
"16094","United Kingdom",4,227.3,3.61,"Occasional"
"15641","United Kingdom",4,227.24,1.91,"Occasional"
"16015","United Kingdom",3,226.82,1.25,"Occasional"
"16278","United Kingdom",1,226.21,9.84,"Occasional"
"16460","United Kingdom",3,226.15,1.68,"Occasional"
"16943","United Kingdom",3,225.14,6.82,"Occasional"
"13492","Switzerland",3,225.08,4.5,"Occasional"
"13850","United Kingdom",1,224.93,2.42,"Occasional"
"17282","United Kingdom",3,224.53,2.39,"Occasional"
"16201","United Kingdom",4,224.5,2.02,"Occasional"
"15865","United Kingdom",3,224.44,5.61,"Occasional"
"17884","United Kingdom",4,224.17,1.92,"Occasional"
"14167","United Kingdom",4,223.52,4.3,"Occasional"
"18189","United Kingdom",2,223.39,3.29,"Occasional"
"17188","United Kingdom",7,223.37,2.66,"Regular"
"17410","United Kingdom",5,223.33,3.49,"Regular"
"18235","United Kingdom",3,223.23,2.15,"Occasional"
"14246","United Kingdom",3,223.01,2.97,"Occasional"
"13280","United Kingdom",3,222.73,2.62,"Occasional"
"14817","United Kingdom",2,222.48,3.53,"Occasional"
"16924","United Kingdom",3,222.41,2.68,"Occasional"
"15799","United Kingdom",3,222.21,2.27,"Occasional"
"12904","United Kingdom",2,222.12,3.09,"Occasional"
"13240","United Kingdom",4,221.99,3.31,"Occasional"
"16235","United Kingdom",5,221.93,4.82,"Regular"
"14656","United Kingdom",2,221.48,2.77,"Occasional"
"17614","United Kingdom",1,221.16,2.21,"Occasional"
"16103","United Kingdom",6,221.15,4.61,"Regular"
"15380","United Kingdom",5,221.06,6.14,"Regular"
"17765","United Kingdom",3,221.01,3.88,"Occasional"
"12723","France",5,220.96,3.2,"Regular"
"12546","Spain",2,220.75,3.2,"Occasional"
"16271","United Kingdom",5,220.59,1.66,"Regular"
"16419","United Kingdom",6,220.11,4.32,"Regular"
"16560","United Kingdom",2,220.11,3.93,"Occasional"
"13882","United Kingdom",5,219.82,3.38,"Regular"
"16790","United Kingdom",6,219.79,2.36,"Regular"
"17096","United Kingdom",4,218.66,4.56,"Occasional"
"17793","United Kingdom",1,218.56,3.77,"Occasional"
"16221","United Kingdom",3,218.3,2.25,"Occasional"
"15000","United Kingdom",1,218.26,2.83,"Occasional"
"15826","United Kingdom",3,218.24,3.21,"Occasional"
"15545","United Kingdom",2,218.05,2.69,"Occasional"
"16205","United Kingdom",4,218.02,2.22,"Occasional"
"12607","USA",1,217.93,2.16,"Occasional"
"13456","United Kingdom",6,217.9,3.46,"Regular"
"13316","United Kingdom",4,217.85,2.5,"Occasional"
"16768","United Kingdom",3,217.51,4.03,"Occasional"
"17158","United Kingdom",3,217.45,3.25,"Occasional"
"13421","United Kingdom",2,217.2,2.09,"Occasional"
"17014","United Kingdom",3,217.08,2.93,"Occasional"
"13082","United Kingdom",9,216.72,2.97,"Regular"
"15257","United Kingdom",1,216.7,30.96,"Occasional"
"15079","United Kingdom",4,216.48,4.61,"Occasional"
"16027","United Kingdom",6,216.16,13.51,"Regular"
"13546","United Kingdom",3,216.02,2.2,"Occasional"
"16416","United Kingdom",3,215.98,3.04,"Occasional"
"13265","United Kingdom",5,215.91,2.37,"Regular"
"14105","United Kingdom",1,215.89,2.92,"Occasional"
"16128","United Kingdom",5,215.83,2.43,"Regular"
"17848","United Kingdom",9,215.8,4.23,"Regular"
"14359","United Kingdom",3,215.75,3.92,"Occasional"
"14670","United Kingdom",2,215.49,1.63,"Occasional"
"16572","United Kingdom",3,215.43,3.78,"Occasional"
"17759","United Kingdom",3,215.36,2.27,"Occasional"
"16531","United Kingdom",7,215.23,2.8,"Regular"
"13046","United Kingdom",2,215.0,6.14,"Occasional"
"17739","United Kingdom",7,214.92,4.57,"Regular"
"12728","France",4,214.79,4.67,"Occasional"
"14256","United Kingdom",2,214.75,4.05,"Occasional"
"14451","United Kingdom",2,214.68,1.97,"Occasional"
"14920","United Kingdom",2,214.63,3.77,"Occasional"
"13673","United Kingdom",2,214.62,3.3,"Occasional"
"13642","United Kingdom",1,214.58,3.25,"Occasional"
"13707","United Kingdom",2,214.24,4.46,"Occasional"
"16379","United Kingdom",4,214.2,1.98,"Occasional"
"15981","United Kingdom",8,214.15,2.21,"Regular"
"17223","United Kingdom",2,213.85,4.36,"Occasional"
"13301","United Kingdom",4,213.65,2.64,"Occasional"
"17819","United Kingdom",7,213.54,4.45,"Regular"
"16612","United Kingdom",4,213.49,3.23,"Occasional"
"15113","United Kingdom",3,213.44,2.13,"Occasional"
"15768","United Kingdom",3,213.28,7.9,"Occasional"
"13705","United Kingdom",3,213.04,7.61,"Occasional"
"14869","United Kingdom",2,212.87,3.0,"Occasional"
"15563","United Kingdom",4,212.82,1.88,"Occasional"
"17459","United Kingdom",2,212.81,1.92,"Occasional"
